TITLE="Adjoint Convergence History"
VARIABLES="Iteration" "R_1" "R_2" "R_3" "R_4" "R_5" "Simulation_Time"
ZONE I=100 F=POINT
1  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.1787200000E+01
2  0.1322352385E-04  0.2449565251E-05  0.1185585029E-08  0.3069519298E-06  0.7677043319E-05  0.4516000000E+01
3  0.1316279405E-02  0.2441261798E-03  0.1190770184E-06  0.3019504243E-04  0.7638334369E-03  0.7162700000E+01
4  0.8989352949E-03  0.2108092008E-03  0.3004837291E-05  0.1384383388E-03  0.4701232646E-03  0.9834500000E+01
5  0.7811065140E-03  0.1610787185E-03  0.2187629614E-05  0.1316307332E-03  0.3807799697E-03  0.1250740000E+02
6  0.6915804470E-03  0.1410069731E-03  0.1505526818E-05  0.8348376889E-04  0.3284228153E-03  0.1517580000E+02
7  0.6162929673E-03  0.1263615573E-03  0.1190060756E-05  0.4496797446E-04  0.2895685582E-03  0.1783640000E+02
8  0.5496158252E-03  0.1131913447E-03  0.9554964858E-06  0.3585094397E-04  0.2576430435E-03  0.2050570000E+02
9  0.4889563124E-03  0.1018533715E-03  0.7566573167E-06  0.3505683943E-04  0.2302162971E-03  0.2318880000E+02
10  0.4328643292E-03  0.9178163142E-04  0.6108479074E-06  0.3151585131E-04  0.2053621744E-03  0.2586870000E+02
11  0.3804701276E-03  0.8216748812E-04  0.5218744998E-06  0.2664741148E-04  0.1818357527E-03  0.2859710000E+02
12  0.3312861800E-03  0.7269396445E-04  0.4680527894E-06  0.2217430344E-04  0.1592032469E-03  0.3127720000E+02
13  0.2851017203E-03  0.6341758867E-04  0.4282048710E-06  0.1863965383E-04  0.1375207815E-03  0.3396030000E+02
14  0.2418395656E-03  0.5448980270E-04  0.3938754731E-06  0.1591210347E-04  0.1169528563E-03  0.3664580000E+02
15  0.2020024663E-03  0.4611828177E-04  0.3636509259E-06  0.1368579919E-04  0.9791286986E-04  0.3932960000E+02
16  0.1657995136E-03  0.3841717051E-04  0.3368974651E-06  0.1170745390E-04  0.8053169615E-04  0.4201180000E+02
17  0.1336098042E-03  0.3149682661E-04  0.3130869459E-06  0.9902864066E-05  0.6501760035E-04  0.4469600000E+02
18  0.1057266746E-03  0.2544068123E-04  0.2914213761E-06  0.8280054340E-05  0.5152259907E-04  0.4776650000E+02
19  0.8233485196E-04  0.2029957569E-04  0.2712002532E-06  0.6868184500E-05  0.4014676215E-04  0.5044630000E+02
20  0.6349282306E-04  0.1608560442E-04  0.2519433845E-06  0.5682160242E-05  0.3093222247E-04  0.5311570000E+02
21  0.4909620879E-04  0.1276402326E-04  0.2333944720E-06  0.4711832058E-05  0.2384561264E-04  0.5583090000E+02
22  0.3879334833E-04  0.1024551332E-04  0.2154964005E-06  0.3926190102E-05  0.1873879581E-04  0.5850260000E+02
23  0.3188285309E-04  0.8386450952E-05  0.1983404996E-06  0.3284953258E-05  0.1529753101E-04  0.6117620000E+02
