TITLE="Adjoint Convergence History"
VARIABLES="Iteration" "R_1" "R_2" "R_3" "R_4" "R_5" "Simulation_Time"
ZONE I=100 F=POINT
1  0.5838746756E-03  0.9543696733E-04  0.3550183349E-05  0.1239111355E-04  0.5655141864E+00  0.6503000000E+00
2  0.1104285770E+01  0.3711374866E+00  0.1560977658E+00  0.1471477802E+01  0.6104841957E+00  0.2148700000E+01
3  0.1121871907E+01  0.3622141315E+00  0.1126933831E+00  0.9694833049E+00  0.5663775591E+00  0.3644400000E+01
4  0.9505804166E+00  0.3049599816E+00  0.7290222609E-01  0.3961951071E+00  0.4637188289E+00  0.5140500000E+01
5  0.7740423213E+00  0.2311997758E+00  0.5324066281E-01  0.1640702407E+00  0.3700356574E+00  0.6636700000E+01
6  0.6238196819E+00  0.1741464563E+00  0.3017323928E-01  0.9450675011E-01  0.3000342408E+00  0.8132500000E+01
7  0.4980523537E+00  0.1331281991E+00  0.1543851029E-01  0.4612628142E-01  0.2417523428E+00  0.9628500000E+01
8  0.3914892080E+00  0.1028756683E+00  0.1115789509E-01  0.3152203639E-01  0.1899465149E+00  0.1112420000E+02
9  0.3027270007E+00  0.8008339355E-01  0.8141409217E-02  0.2351782292E-01  0.1463178120E+00  0.1261990000E+02
10  0.2316175254E+00  0.6247706313E-01  0.5230808528E-02  0.1403805169E-01  0.1117563269E+00  0.1411580000E+02
11  0.1764032530E+00  0.4860226565E-01  0.3459472896E-02  0.8686476892E-02  0.8512858735E-01  0.1576530000E+02
12  0.1339507149E+00  0.3758227637E-01  0.2497598782E-02  0.6457012278E-02  0.6468348180E-01  0.1726080000E+02
13  0.1012378379E+00  0.2882114993E-01  0.1864993028E-02  0.4894591034E-02  0.4890698343E-01  0.1875660000E+02
14  0.7603967772E-01  0.2189594486E-01  0.1400273011E-02  0.3617515083E-02  0.3672754211E-01  0.2025240000E+02
15  0.5676949762E-01  0.1648095041E-01  0.1055199979E-02  0.2657491151E-02  0.2739648818E-01  0.2174950000E+02
16  0.4216599113E-01  0.1230772488E-01  0.7968011364E-03  0.1947109792E-02  0.2032243809E-01  0.2324560000E+02
17  0.3115855910E-01  0.9136506723E-02  0.6026957001E-03  0.1420130190E-02  0.1499967473E-01  0.2474170000E+02
18  0.2286883128E-01  0.6750634356E-02  0.4571799663E-03  0.1033854765E-02  0.1100366040E-01  0.2623740000E+02
19  0.1662694575E-01  0.4962649255E-02  0.3482231454E-03  0.7583342333E-03  0.8004041828E-02  0.2773360000E+02
