TITLE="Adjoint Convergence History"
VARIABLES="Iteration" "R_1" "R_2" "R_3" "R_4" "R_5" "Simulation_Time"
ZONE I=100 F=POINT
1  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.1185100000E+01
2  0.3630358241E+00  0.5702602701E-01  0.1879735961E-02  0.7507317686E-02  0.2090567929E+00  0.3527600000E+01
3  0.2251910513E+00  0.4333132285E-01  0.1271731413E-01  0.3518937048E-01  0.1363861179E+00  0.5729700000E+01
4  0.7488093349E-01  0.2652543913E-01  0.1094129330E-01  0.2126466141E-01  0.3762093970E-01  0.7930400000E+01
5  0.5500931416E-01  0.1102275831E-01  0.3814287498E-02  0.1373057162E-01  0.2669485116E-01  0.1013200000E+02
6  0.4157390923E-01  0.6672583704E-02  0.2406000674E-02  0.5009644483E-02  0.1874799761E-01  0.1233260000E+02
7  0.3043969278E-01  0.5542191701E-02  0.1428205841E-02  0.2907204709E-02  0.1442831273E-01  0.1453410000E+02
8  0.2216421642E-01  0.4148841148E-02  0.9105263162E-03  0.2397939988E-02  0.1029348475E-01  0.1673520000E+02
9  0.1595940329E-01  0.3097791643E-02  0.5274287633E-03  0.1605209239E-02  0.7533087667E-02  0.1893540000E+02
10  0.1137096165E-01  0.2297485530E-02  0.3573057102E-03  0.9846891718E-03  0.5377722093E-02  0.2113530000E+02
11  0.7991600189E-02  0.1686119571E-02  0.2301025035E-03  0.6172292623E-03  0.3824583171E-02  0.2350120000E+02
12  0.5645149637E-02  0.1229310856E-02  0.1637300967E-03  0.3980928883E-03  0.2696359722E-02  0.2570110000E+02
13  0.4078187145E-02  0.9212782071E-03  0.1208987196E-03  0.2627434087E-03  0.1948955619E-02  0.2790060000E+02
14  0.3016920988E-02  0.7020791840E-03  0.9197048712E-04  0.1852935685E-03  0.1441258206E-02  0.3009870000E+02
15  0.2249044928E-02  0.5386406932E-03  0.6912389125E-04  0.1348061018E-03  0.1078490541E-02  0.3229640000E+02
16  0.1669261790E-02  0.4105975433E-03  0.5321871281E-04  0.9561522069E-04  0.8032767028E-03  0.3449420000E+02
17  0.1229331444E-02  0.3100383933E-03  0.4100945284E-04  0.6528853137E-04  0.5932446525E-03  0.3669390000E+02
18  0.9004400946E-03  0.2316304981E-03  0.3151317884E-04  0.4416479078E-04  0.4346113251E-03  0.3889290000E+02
19  0.6591278183E-03  0.1718980218E-03  0.2379888729E-04  0.3093911678E-04  0.3176062342E-03  0.4109130000E+02
20  0.4846444850E-03  0.1274341775E-03  0.1766346908E-04  0.2284379748E-04  0.2329078568E-03  0.4328990000E+02
21  0.3583186142E-03  0.9484186412E-04  0.1289615028E-04  0.1729843242E-04  0.1718790919E-03  0.4565400000E+02
22  0.2650998855E-03  0.7084606316E-04  0.9329049556E-05  0.1294077932E-04  0.1271373871E-03  0.4785350000E+02
23  0.1949398493E-03  0.5286167198E-04  0.6742899564E-05  0.9404227311E-05  0.9361472652E-04  0.5005200000E+02
24  0.1419965468E-03  0.3918601697E-04  0.4905461315E-05  0.6679184116E-05  0.6832070236E-04  0.5225120000E+02
25  0.1025950365E-03  0.2879009601E-04  0.3599250823E-05  0.4738221593E-05  0.4944715300E-04  0.5444910000E+02
26  0.7378548165E-04  0.2098167201E-04  0.2654587040E-05  0.3430961642E-05  0.3560445389E-04  0.5664900000E+02
27  0.5294782387E-04  0.1520067762E-04  0.1958222212E-05  0.2547852756E-05  0.2557383493E-04  0.5884720000E+02
28  0.3790778724E-04  0.1096394169E-04  0.1440599182E-05  0.1919642564E-05  0.1832981344E-04  0.6104620000E+02
29  0.2703389865E-04  0.7872872723E-05  0.1057190251E-05  0.1450559175E-05  0.1309107634E-04  0.6324450000E+02
30  0.1917611254E-04  0.5621164735E-05  0.7755364815E-06  0.1093817122E-05  0.9301716066E-05  0.6544320000E+02
31  0.1352938770E-04  0.3985118527E-05  0.5698100364E-06  0.8221533262E-06  0.6573111819E-05  0.6780700000E+02
32  0.9511151043E-05  0.2803789661E-05  0.4195392718E-06  0.6152515998E-06  0.4626035403E-05  0.7000650000E+02
33  0.6682324565E-05  0.1959243303E-05  0.3093061426E-06  0.4573105705E-06  0.3251435742E-05  0.7220570000E+02
34  0.4706219586E-05  0.1362432852E-05  0.2280551023E-06  0.3367572921E-06  0.2289144193E-05  0.7440430000E+02
35  0.3328818982E-05  0.9451035407E-06  0.1680161907E-06  0.2453354924E-06  0.1617734359E-05  0.7660200000E+02
36  0.2365669175E-05  0.6554706862E-06  0.1236631981E-06  0.1769056996E-06  0.1148315094E-05  0.7880030000E+02
37  0.1688042177E-05  0.4552978929E-06  0.9095656932E-07  0.1265373292E-06  0.8183570768E-06  0.8099890000E+02
38  0.1208285091E-05  0.3171746123E-06  0.6687969472E-07  0.9006861987E-07  0.5850489375E-06  0.8319860000E+02
39  0.8669471940E-06  0.2218707926E-06  0.4916757884E-07  0.6400036518E-07  0.4192892198E-06  0.8539730000E+02
40  0.6234276190E-06  0.1560091611E-06  0.3613583813E-07  0.4552013012E-07  0.3012169141E-06  0.8759530000E+02
41  0.4489172288E-06  0.1104223303E-06  0.2650872898E-07  0.3242265516E-07  0.2166958196E-06  0.8995890000E+02
42  0.3235355971E-06  0.7867956674E-07  0.1942288198E-07  0.2319533394E-07  0.1560815199E-06  0.9215740000E+02
43  0.2331470335E-06  0.5640720822E-07  0.1421892389E-07  0.1665049674E-07  0.1124475870E-06  0.9435620000E+02
44  0.1678078971E-06  0.4062836173E-07  0.1039373298E-07  0.1198110867E-07  0.8093483870E-07  0.9655570000E+02
45  0.1205182587E-06  0.2934639526E-07  0.7583092179E-08  0.8630060679E-08  0.5814122306E-07  0.9875440000E+02
46  0.8631827505E-07  0.2121853773E-07  0.5520960690E-08  0.6213085957E-08  0.4165913194E-07  0.1009536000E+03
47  0.6164266369E-07  0.1533537080E-07  0.4010234141E-08  0.4464490430E-08  0.2976541626E-07  0.1031510000E+03
48  0.4389662109E-07  0.1106722521E-07  0.2905021823E-08  0.3198162442E-08  0.2120848824E-07  0.1053498000E+03
49  0.3117800639E-07  0.7969722752E-08  0.2097751222E-08  0.2282613783E-08  0.1507264310E-07  0.1075488000E+03
50  0.2209214988E-07  0.5723899110E-08  0.1509363282E-08  0.1623103750E-08  0.1068669139E-07  0.1097472000E+03
51  0.1562045517E-07  0.4098708490E-08  0.1081683811E-08  0.1150320594E-08  0.7560564903E-08  0.1121124000E+03
52  0.1102318549E-07  0.2925819578E-08  0.7718661023E-09  0.8129948906E-09  0.5338271372E-08  0.1143101000E+03
53  0.7765789171E-08  0.2082189277E-08  0.5483003499E-09  0.5732628710E-09  0.3762521525E-08  0.1165105000E+03
54  0.5463418977E-08  0.1477650457E-08  0.3876798330E-09  0.4034058748E-09  0.2647986067E-08  0.1187100000E+03
55  0.3839761636E-08  0.1046082569E-08  0.2728345918E-09  0.2833683063E-09  0.1861514764E-08  0.1209088000E+03
56  0.2696967021E-08  0.7390777867E-09  0.1911453991E-09  0.1987562495E-09  0.1307674592E-08  0.1231078000E+03
57  0.1893828965E-08  0.5213453015E-09  0.1333585341E-09  0.1392749269E-09  0.9182833347E-09  0.1253061000E+03
58  0.1329963700E-08  0.3673081217E-09  0.9270926538E-10  0.9756414886E-10  0.6448170478E-09  0.1275053000E+03
59  0.9343060282E-09  0.2585478045E-09  0.6427040623E-10  0.6836739438E-10  0.4528906917E-09  0.1297035000E+03
60  0.6567370815E-09  0.1818776006E-09  0.4447203485E-10  0.4794540421E-10  0.3182338782E-09  0.1319011000E+03
61  0.4620084320E-09  0.1278995465E-09  0.3074498799E-10  0.3365655575E-10  0.2237661524E-09  0.1342646000E+03
62  0.3253678218E-09  0.8993767638E-10  0.2125563224E-10  0.2364888897E-10  0.1574869271E-09  0.1364652000E+03
63  0.2294442116E-09  0.6326065319E-10  0.1470708126E-10  0.1663144303E-10  0.1109705639E-09  0.1386640000E+03
64  0.1620514342E-09  0.4452194272E-10  0.1019038408E-10  0.1170606438E-10  0.7830381771E-10  0.1408624000E+03
65  0.1146470627E-09  0.3135947603E-10  0.7073590732E-11  0.8246864745E-11  0.5533980442E-10  0.1430611000E+03
66  0.8125018379E-10  0.2210996251E-10  0.4920123844E-11  0.5816190881E-11  0.3917397296E-10  0.1452592000E+03
67  0.5767858748E-10  0.1560495135E-10  0.3429620668E-11  0.4107149436E-11  0.2777468929E-10  0.1474572000E+03
68  0.4100977414E-10  0.1102523779E-10  0.2395865006E-11  0.2904335863E-11  0.1972211130E-10  0.1496562000E+03
69  0.2920061432E-10  0.7797168579E-11  0.1677300897E-11  0.2056716134E-11  0.1402378529E-10  0.1518549000E+03
70  0.2082040413E-10  0.5519128642E-11  0.1176685044E-11  0.1458537023E-11  0.9985034350E-11  0.1540540000E+03
71  0.1486478079E-10  0.3909764640E-11  0.8271052554E-12  0.1035796516E-11  0.7118514701E-11  0.1564174000E+03
72  0.1062671888E-10  0.2771708700E-11  0.5824418085E-12  0.7366610429E-12  0.5081453260E-11  0.1586160000E+03
73  0.7607221953E-11  0.1966283495E-11  0.4108375678E-12  0.5247331642E-12  0.3632155856E-11  0.1608137000E+03
74  0.5453385410E-11  0.1395884597E-11  0.2902348215E-12  0.3744054614E-12  0.2599870904E-11  0.1630126000E+03
75  0.3915216745E-11  0.9917070334E-12  0.2053258626E-12  0.2676252236E-12  0.1863765927E-11  0.1652107000E+03
76  0.2815375749E-11  0.7051783183E-12  0.1454466748E-12  0.1916598719E-12  0.1338237853E-11  0.1674096000E+03
77  0.2027915362E-11  0.5019645799E-12  0.1031606661E-12  0.1375257325E-12  0.9625581930E-12  0.1696073000E+03
78  0.1463287787E-11  0.3577696622E-12  0.7325792782E-13  0.9888050576E-13  0.6936126605E-12  0.1718056000E+03
79  0.1057777104E-11  0.2553874828E-12  0.5208792255E-13  0.7124191067E-13  0.5007610967E-12  0.1740026000E+03
80  0.7660167538E-12  0.1826321404E-12  0.3708153055E-13  0.5143758195E-13  0.3622221476E-12  0.1762014000E+03
81  0.5556854888E-12  0.1308687626E-12  0.2643320402E-13  0.3721754048E-13  0.2624973824E-12  0.1785644000E+03
82  0.4037434805E-12  0.9398346755E-13  0.1886937620E-13  0.2698589721E-13  0.1905580571E-12  0.1807636000E+03
83  0.2937601329E-12  0.6765030768E-13  0.1349079929E-13  0.1960571311E-13  0.1385509733E-12  0.1829622000E+03
84  0.2139893057E-12  0.4880964353E-13  0.9660480721E-14  0.1426896017E-13  0.1008740962E-12  0.1851600000E+03
85  0.1560318100E-12  0.3529597594E-13  0.6929166732E-14  0.1040103698E-13  0.7352420968E-13  0.1873587000E+03
86  0.1138536010E-12  0.2557863305E-13  0.4978537193E-14  0.7591415259E-14  0.5363806181E-13  0.1895575000E+03
87  0.8312087653E-13  0.1857269108E-13  0.3584496719E-14  0.5545427646E-14  0.3915357714E-13  0.1917558000E+03
88  0.6070251012E-13  0.1350987987E-13  0.2585143019E-14  0.4054505943E-14  0.2859581442E-13  0.1939544000E+03
89  0.4433748053E-13  0.9840858877E-14  0.1867648172E-14  0.2966003475E-14  0.2088786734E-13  0.1961540000E+03
90  0.3238537480E-13  0.7177464350E-14  0.1351202090E-14  0.2170582084E-14  0.1525941969E-13  0.1983521000E+03
91  0.2365009560E-13  0.5239891219E-14  0.9797139688E-15  0.1587742322E-14  0.1114819643E-13  0.2007174000E+03
92  0.1726715253E-13  0.3827798480E-14  0.7103603441E-15  0.1161948121E-14  0.8140605206E-14  0.2029186000E+03
93  0.1260360653E-13  0.2797620313E-14  0.5165007398E-15  0.8509061652E-15  0.5943899886E-14  0.2051182000E+03
94  0.9194968861E-14  0.2045570460E-14  0.3752477109E-15  0.6224801880E-15  0.4339208669E-14  0.2073157000E+03
95  0.6707841390E-14  0.1495187461E-14  0.2728186337E-15  0.4544087962E-15  0.3164180632E-14  0.2095140000E+03
96  0.4890126107E-14  0.1093661073E-14  0.1990569319E-15  0.3330742106E-15  0.2309678920E-14  0.2117130000E+03
97  0.3561784763E-14  0.7990160567E-15  0.1460918370E-15  0.2426934541E-15  0.1682403766E-14  0.2139115000E+03
98  0.2593498026E-14  0.5840223954E-15  0.1062953740E-15  0.1773149556E-15  0.1224794950E-14  0.2161108000E+03
99  0.1887662990E-14  0.4260666186E-15  0.7746037943E-16  0.1297680445E-15  0.8917216476E-15  0.2183096000E+03
100  0.1372715784E-14  0.3117731091E-15  0.5639711904E-16  0.9483623130E-16  0.6502487209E-15  0.2205104000E+03
