TITLE="Adjoint Convergence History"
VARIABLES="Iteration" "R_1" "R_2" "R_3" "R_4" "R_5" "R_6" "Simulation_Time"
ZONE I=100 F=POINT
1  0.6080716653E-03  0.9503873444E-04  0.2800572128E-05  0.1216066721E-04  0.3498571212E-03  0.0000000000E+00  0.1040100000E+01
2  0.3778541480E-03  0.7989980705E-04  0.2300463707E-04  0.5593939019E-04  0.1768705405E-03  0.5434520091E-10  0.3068700000E+01
3  0.2886420684E-03  0.5003819132E-04  0.1015271549E-04  0.2681909471E-04  0.1364636364E-03  0.6529521050E-10  0.5096400000E+01
4  0.2179377081E-03  0.3949939664E-04  0.7334211683E-05  0.1357013338E-04  0.1020612362E-03  0.5564059274E-10  0.7124700000E+01
5  0.1613415812E-03  0.3094235817E-04  0.4812365320E-05  0.1163126559E-04  0.7650602810E-04  0.4378814999E-10  0.9152300000E+01
6  0.1181303912E-03  0.2353170003E-04  0.3159029164E-05  0.8775728102E-05  0.5588843277E-04  0.3367281972E-10  0.1118130000E+02
7  0.8550082774E-04  0.1786737770E-04  0.2137265164E-05  0.5701225249E-05  0.4074890009E-04  0.2540864480E-10  0.1320910000E+02
8  0.6151257424E-04  0.1341921231E-04  0.1545127219E-05  0.3703211961E-05  0.2938580287E-04  0.1856604773E-10  0.1523790000E+02
9  0.4431726749E-04  0.1007930824E-04  0.1153266062E-05  0.2486942230E-05  0.2122841683E-04  0.1303240434E-10  0.1726520000E+02
10  0.3222497313E-04  0.7600274043E-05  0.9073612163E-06  0.1740363144E-05  0.1543317209E-04  0.8831036538E-11  0.1929350000E+02
11  0.2364635910E-04  0.5766410086E-05  0.7138775738E-06  0.1260635180E-05  0.1133947515E-04  0.5910577224E-11  0.2147620000E+02
12  0.1741469344E-04  0.4373894704E-05  0.5589290571E-06  0.9220964857E-06  0.8365441516E-05  0.4011101378E-11  0.2350360000E+02
13  0.1280252396E-04  0.3303563209E-05  0.4324460269E-06  0.6642744200E-06  0.6163922296E-05  0.2798114871E-11  0.2553120000E+02
14  0.9380689033E-05  0.2477582073E-05  0.3320413730E-06  0.4705081792E-06  0.4522122040E-05  0.1997502040E-11  0.2755920000E+02
15  0.6861420245E-05  0.1845944792E-05  0.2517733473E-06  0.3329768881E-06  0.3307832223E-05  0.1441701845E-11  0.2958800000E+02
16  0.5024176376E-05  0.1369380494E-05  0.1884788635E-06  0.2392693083E-06  0.2419351221E-05  0.1042254168E-11  0.3161610000E+02
17  0.3689396884E-05  0.1014640394E-05  0.1392081443E-06  0.1748613784E-06  0.1774104227E-05  0.7519157290E-12  0.3364340000E+02
18  0.2714373956E-05  0.7521906682E-06  0.1017370385E-06  0.1284220649E-06  0.1304105563E-05  0.5426944318E-12  0.3567200000E+02
19  0.1993873556E-05  0.5575011574E-06  0.7386035279E-07  0.9364427000E-07  0.9580796211E-06  0.3951649315E-12  0.3769950000E+02
20  0.1456853635E-05  0.4120040393E-06  0.5354137924E-07  0.6761557022E-07  0.7007327636E-06  0.2935543932E-12  0.3972700000E+02
21  0.1056898627E-05  0.3027739983E-06  0.3890141361E-07  0.4872684907E-07  0.5090833702E-06  0.2239701253E-12  0.4191060000E+02
22  0.7616693750E-06  0.2209547727E-06  0.2837035964E-07  0.3547521962E-07  0.3674065692E-06  0.1747691178E-12  0.4393880000E+02
23  0.5461458211E-06  0.1601371446E-06  0.2074424970E-07  0.2627147990E-07  0.2637866676E-06  0.1376198484E-12  0.4597220000E+02
24  0.3901052547E-06  0.1153449441E-06  0.1517669063E-07  0.1973288718E-07  0.1886486847E-06  0.1077297144E-12  0.4800240000E+02
25  0.2776297957E-06  0.8261128932E-07  0.1109417107E-07  0.1491201435E-07  0.1344261380E-06  0.8294887748E-13  0.5003070000E+02
26  0.1967796937E-06  0.5882630022E-07  0.8102748763E-08  0.1126113460E-07  0.9540475527E-07  0.6250514550E-13  0.5205810000E+02
27  0.1388842070E-06  0.4162710777E-07  0.5917963738E-08  0.8468387687E-08  0.6741945444E-07  0.4606155085E-13  0.5408610000E+02
28  0.9767989498E-07  0.2926017274E-07  0.4326587515E-08  0.6331815283E-08  0.4746252843E-07  0.3325734779E-13  0.5611430000E+02
29  0.6858223359E-07  0.2043398576E-07  0.3167790236E-08  0.4702239063E-08  0.3333819888E-07  0.2360009309E-13  0.5814250000E+02
30  0.4818646152E-07  0.1419213819E-07  0.2322466507E-08  0.3464797843E-08  0.2341832831E-07  0.1651840198E-13  0.6017070000E+02
31  0.3395885087E-07  0.9820507973E-08  0.1704283151E-08  0.2531223974E-08  0.1648967148E-07  0.1144622839E-13  0.6235770000E+02
32  0.2404109664E-07  0.6785389729E-08  0.1251363989E-08  0.1833514074E-08  0.1165848866E-07  0.7881909944E-14  0.6438520000E+02
33  0.1710476192E-07  0.4692037134E-08  0.9192332362E-09  0.1318265258E-08  0.8281988524E-08  0.5413675782E-14  0.6641320000E+02
34  0.1222494767E-07  0.3253861154E-08  0.6755872699E-09  0.9426168908E-09  0.5909970977E-08  0.3721570566E-14  0.6844150000E+02
35  0.8769096162E-08  0.2267032366E-08  0.4967521315E-09  0.6719117744E-09  0.4233204419E-08  0.2567377472E-14  0.7046930000E+02
36  0.6306805085E-08  0.1589081993E-08  0.3653399440E-09  0.4785147864E-09  0.3040851904E-08  0.1780083062E-14  0.7249670000E+02
37  0.4543597356E-08  0.1121654731E-08  0.2686250377E-09  0.3410345749E-09  0.2188655592E-08  0.1240786714E-14  0.7452460000E+02
38  0.3275878979E-08  0.7974315667E-09  0.1973405941E-09  0.2434662472E-09  0.1577001937E-08  0.8689038288E-15  0.7655330000E+02
39  0.2361493818E-08  0.5706744085E-09  0.1447536764E-09  0.1741703386E-09  0.1136467721E-08  0.6106358895E-15  0.7858070000E+02
40  0.1700478719E-08  0.4105381722E-09  0.1059608726E-09  0.1248390836E-09  0.8183469238E-09  0.4301513795E-15  0.8060930000E+02
41  0.1222142218E-08  0.2963453866E-09  0.7737003688E-10  0.8960432737E-10  0.5882914739E-09  0.3033943676E-15  0.8279360000E+02
42  0.8761498796E-09  0.2142432096E-09  0.5633217093E-10  0.6434458798E-10  0.4219235382E-09  0.2140186556E-15  0.8482130000E+02
43  0.6263380179E-09  0.1548751624E-09  0.4088440382E-10  0.4617407158E-10  0.3017865701E-09  0.1508022151E-15  0.8684980000E+02
44  0.4464773853E-09  0.1118158171E-09  0.2956926292E-10  0.3307286761E-10  0.2152552633E-09  0.1059912219E-15  0.8887980000E+02
45  0.3174098020E-09  0.8056086173E-10  0.2130453648E-10  0.2362155779E-10  0.1531255209E-09  0.7420486373E-16  0.9090850000E+02
46  0.2251030496E-09  0.5789315480E-10  0.1528733626E-10  0.1681346117E-10  0.1086621787E-09  0.5168832116E-16  0.9293650000E+02
47  0.1592940704E-09  0.4148438597E-10  0.1092251515E-10  0.1192522422E-10  0.7694010648E-10  0.3579789273E-16  0.9496480000E+02
48  0.1125081906E-09  0.2963697135E-10  0.7769244796E-11  0.8430422731E-11  0.5437135432E-10  0.2465020748E-16  0.9699290000E+02
49  0.7933013096E-10  0.2110910343E-10  0.5501331303E-11  0.5943014013E-11  0.3835521449E-10  0.1688833341E-16  0.9902070000E+02
50  0.5585598014E-10  0.1499148289E-10  0.3877837005E-11  0.4179802505E-11  0.2701563293E-10  0.1152791073E-16  0.1010489000E+03
51  0.3928268083E-10  0.1061850153E-10  0.2721298094E-11  0.2934199307E-11  0.1900456585E-10  0.7854829980E-17  0.1032326000E+03
52  0.2760398867E-10  0.7503642038E-11  0.1901497588E-11  0.2056729646E-11  0.1335633491E-10  0.5354483704E-17  0.1052613000E+03
53  0.1938797300E-10  0.5292267083E-11  0.1323309041E-11  0.1440070549E-11  0.9381034317E-11  0.3660284271E-17  0.1072895000E+03
54  0.1361552571E-10  0.3726913161E-11  0.9175708203E-12  0.1007599815E-11  0.6587156862E-11  0.2514733960E-17  0.1093177000E+03
55  0.9563594230E-11  0.2621596781E-11  0.6342475025E-12  0.7048222489E-12  0.4625633793E-11  0.1739587418E-17  0.1113456000E+03
56  0.6720832728E-11  0.1842687991E-11  0.4373277685E-12  0.4931014786E-12  0.3249375093E-11  0.1213162741E-17  0.1133732000E+03
57  0.4726708194E-11  0.1294664516E-11  0.3010399447E-12  0.3451418650E-12  0.2284027137E-11  0.8534045521E-18  0.1154017000E+03
58  0.3327652285E-11  0.9095488586E-12  0.2070523382E-12  0.2417401429E-12  0.1606884944E-11  0.6055138809E-18  0.1174309000E+03
59  0.2345641120E-11  0.6391404073E-12  0.1424136264E-12  0.1694449730E-12  0.1131754501E-11  0.4331097431E-18  0.1194593000E+03
60  0.1655834331E-11  0.4493627633E-12  0.9803745118E-13  0.1188655404E-12  0.7981675231E-12  0.3120661852E-18  0.1214869000E+03
61  0.1170759365E-11  0.3161842326E-12  0.6759415469E-13  0.8345570853E-13  0.5637414252E-12  0.2263157896E-18  0.1236709000E+03
62  0.8291745865E-12  0.2226947943E-12  0.4670338761E-13  0.5865183944E-13  0.3987950699E-12  0.1650679843E-18  0.1257004000E+03
63  0.5882335423E-12  0.1570207620E-12  0.3235123294E-13  0.4126761695E-13  0.2825598757E-12  0.1209962869E-18  0.1277287000E+03
64  0.4179739858E-12  0.1108401019E-12  0.2247224848E-13  0.2907516055E-13  0.2005121679E-12  0.8907068384E-19  0.1297560000E+03
65  0.2974408290E-12  0.7832792246E-13  0.1565582443E-13  0.2051636718E-13  0.1424965399E-12  0.6580161384E-19  0.1317838000E+03
66  0.2119632005E-12  0.5540922221E-13  0.1093901942E-13  0.1450130878E-13  0.1014058372E-12  0.4874827982E-19  0.1338118000E+03
67  0.1512516911E-12  0.3923351207E-13  0.7665743723E-14  0.1026767292E-13  0.7225902931E-13  0.3619069166E-19  0.1358421000E+03
68  0.1080706314E-12  0.2780410006E-13  0.5386895462E-14  0.7283650179E-14  0.5155670424E-13  0.2690670705E-19  0.1378706000E+03
69  0.7732035898E-13  0.1972062686E-13  0.3795323749E-14  0.5177102556E-14  0.3683448064E-13  0.2002244034E-19  0.1398990000E+03
70  0.5539660306E-13  0.1399891153E-13  0.2680532050E-14  0.3687386969E-14  0.2635313482E-13  0.1490647751E-19  0.1419274000E+03
71  0.3974753938E-13  0.9946153457E-14  0.1897614874E-14  0.2632090120E-14  0.1888263220E-13  0.1109908403E-19  0.1441105000E+03
72  0.2856354796E-13  0.7073823866E-14  0.1346388085E-14  0.1883038989E-14  0.1355126076E-13  0.8263766336E-20  0.1461391000E+03
73  0.2056035607E-13  0.5036842431E-14  0.9572755437E-15  0.1350210198E-14  0.9742006284E-14  0.6151301433E-20  0.1481679000E+03
74  0.1482478615E-13  0.3591402018E-14  0.6818883600E-15  0.9706089520E-15  0.7015996820E-14  0.4577674077E-20  0.1501963000E+03
75  0.1070773602E-13  0.2564822051E-14  0.4868506834E-15  0.6992808034E-15  0.5061940239E-14  0.3405002423E-20  0.1522243000E+03
76  0.7747212940E-14  0.1835047608E-14  0.3482091933E-15  0.5051287686E-15  0.3659015365E-14  0.2531801776E-20  0.1542544000E+03
77  0.5614498427E-14  0.1315490908E-14  0.2497614358E-15  0.3655107325E-15  0.2649396633E-14  0.1881395456E-20  0.1562834000E+03
78  0.4075192203E-14  0.9452419634E-15  0.1793383479E-15  0.2651564920E-15  0.1921833667E-14  0.1397311616E-20  0.1583121000E+03
79  0.2961943729E-14  0.6807521533E-15  0.1291081339E-15  0.1926528820E-15  0.1396137530E-14  0.1037480468E-20  0.1603405000E+03
80  0.2155216998E-14  0.4912738895E-15  0.9303021222E-16  0.1404422911E-15  0.1015543402E-14  0.7691477264E-21  0.1623692000E+03
81  0.1569649905E-14  0.3554045183E-15  0.6730688470E-16  0.1023665548E-15  0.7393934077E-15  0.5701145674E-21  0.1645513000E+03
82  0.1144026889E-14  0.2576210732E-15  0.4860387352E-16  0.7480740413E-16  0.5389493963E-15  0.4218000115E-21  0.1665796000E+03
83  0.8341028240E-15  0.1870754260E-15  0.3521827161E-16  0.5468372492E-16  0.3928780069E-15  0.3121774845E-21  0.1686077000E+03
