TITLE="Adjoint Convergence History"
VARIABLES="Iteration" "R_1" "R_2" "R_3" "R_4" "R_5" "R_6" "Simulation_Time"
ZONE I=100 F=POINT
1  0.7699147503E-03  0.1224917764E-03  0.4115704912E-05  0.1681233239E-04  0.4435309948E-03  0.0000000000E+00  0.1022400000E+01
2  0.4714896967E-03  0.1017342663E-03  0.2953500814E-04  0.7047396337E-04  0.2206515403E-03  0.8738095880E-10  0.3053600000E+01
3  0.3558017898E-03  0.6316395989E-04  0.1478878006E-04  0.3313532067E-04  0.1677979232E-03  0.9384963401E-10  0.5083700000E+01
4  0.2658883321E-03  0.4959963464E-04  0.1035950538E-04  0.1762034589E-04  0.1245936059E-03  0.7636232065E-10  0.7112400000E+01
5  0.1951929241E-03  0.3874286945E-04  0.6675981432E-05  0.1490649090E-04  0.9264952923E-04  0.5808475543E-10  0.9141300000E+01
6  0.1416955806E-03  0.2942452564E-04  0.4446710902E-05  0.1098901263E-04  0.6717192725E-04  0.4376199691E-10  0.1117130000E+02
7  0.1017463823E-03  0.2222390213E-04  0.2976320812E-05  0.7156223009E-05  0.4855750209E-04  0.3267407184E-10  0.1320100000E+02
8  0.7280963208E-04  0.1663122658E-04  0.2158825778E-05  0.4621585193E-05  0.3483883533E-04  0.2374862006E-10  0.1523280000E+02
9  0.5238780177E-04  0.1246376254E-04  0.1621120105E-05  0.3062846979E-05  0.2512655701E-04  0.1659243518E-10  0.1726220000E+02
10  0.3814391855E-04  0.9391680970E-05  0.1270165130E-05  0.2095425094E-05  0.1829685467E-04  0.1115201117E-10  0.1929190000E+02
11  0.2803497982E-04  0.7113689952E-05  0.9909573532E-06  0.1491617457E-05  0.1346500896E-04  0.7343170881E-11  0.2147680000E+02
12  0.2065714400E-04  0.5381691560E-05  0.7686451057E-06  0.1083190082E-05  0.9939876820E-05  0.4856136524E-11  0.2350580000E+02
13  0.1518248487E-04  0.4051159883E-05  0.5894907193E-06  0.7829480942E-06  0.7320675295E-05  0.3289672771E-11  0.2553610000E+02
14  0.1112608802E-04  0.3029283336E-05  0.4479595198E-06  0.5605681022E-06  0.5369984382E-05  0.2291275304E-11  0.2756480000E+02
15  0.8150868115E-05  0.2252939555E-05  0.3357286758E-06  0.4025733781E-06  0.3932439237E-05  0.1628178817E-11  0.2959390000E+02
16  0.5986413894E-05  0.1670840966E-05  0.2478920558E-06  0.2929794234E-06  0.2884042803E-05  0.1168679182E-11  0.3162430000E+02
17  0.4410551067E-05  0.1238973597E-05  0.1803593969E-06  0.2154072920E-06  0.2121700745E-05  0.8425563092E-12  0.3365310000E+02
18  0.3251208121E-05  0.9192931252E-06  0.1297230348E-06  0.1580494626E-06  0.1562933105E-05  0.6102267382E-12  0.3568300000E+02
19  0.2386829639E-05  0.6813068806E-06  0.9267438852E-07  0.1146267434E-06  0.1147924361E-05  0.4464791808E-12  0.3771180000E+02
20  0.1738071801E-05  0.5027024253E-06  0.6610397646E-07  0.8216656350E-07  0.8370240297E-06  0.3324580831E-12  0.3974150000E+02
21  0.1253369899E-05  0.3682329342E-06  0.4725763957E-07  0.5878851629E-07  0.6046362365E-06  0.2528584093E-12  0.4192750000E+02
22  0.8958272896E-06  0.2674471372E-06  0.3389724064E-07  0.4257093166E-07  0.4328772093E-06  0.1955685730E-12  0.4395850000E+02
23  0.6358831435E-06  0.1926601016E-06  0.2436504848E-07  0.3144407220E-07  0.3077158102E-06  0.1521020961E-12  0.4598800000E+02
24  0.4490334609E-06  0.1377917578E-06  0.1751673422E-07  0.2360309943E-07  0.2175780878E-06  0.1174556955E-12  0.4801670000E+02
25  0.3156743739E-06  0.9792248484E-07  0.1258486143E-07  0.1782565171E-07  0.1531545102E-06  0.8919739909E-13  0.5004570000E+02
26  0.2209374487E-06  0.6915743932E-07  0.9041262108E-08  0.1343016371E-07  0.1073301203E-06  0.6628005332E-13  0.5207470000E+02
27  0.1539666054E-06  0.4852169049E-07  0.6504560820E-08  0.1005160303E-07  0.7488524487E-07  0.4813648806E-13  0.5410560000E+02
28  0.1069375875E-06  0.3380664407E-07  0.4691257454E-08  0.7462686946E-08  0.5205550040E-07  0.3421830341E-13  0.5613420000E+02
29  0.7417896000E-07  0.2339269982E-07  0.3392223669E-08  0.5493337818E-08  0.3611737391E-07  0.2387796034E-13  0.5816350000E+02
30  0.5153715441E-07  0.1609030184E-07  0.2457423555E-08  0.4007559973E-08  0.2507915441E-07  0.1641610769E-13  0.6019160000E+02
31  0.3596589684E-07  0.1102032487E-07  0.1781882904E-08  0.2897215917E-08  0.1747848361E-07  0.1116446968E-13  0.6237750000E+02
32  0.2526142776E-07  0.7532625117E-08  0.1292622562E-08  0.2076996537E-08  0.1225297915E-07  0.7544066963E-14  0.6440590000E+02
33  0.1786990176E-07  0.5150910481E-08  0.9382341648E-09  0.1479071989E-08  0.8648843665E-08  0.5088359315E-14  0.6643350000E+02
34  0.1272608380E-07  0.3532273275E-08  0.6817257649E-09  0.1048943906E-08  0.6145921625E-08  0.3441204759E-14  0.6846220000E+02
35  0.9114335871E-08  0.2434675892E-08  0.4960804132E-09  0.7429511312E-09  0.4393037291E-08  0.2342228583E-14  0.7049190000E+02
36  0.6556983060E-08  0.1690184435E-08  0.3615336815E-09  0.5268436222E-09  0.3155250714E-08  0.1608167779E-14  0.7252030000E+02
37  0.4733127647E-08  0.1183710483E-08  0.2637557712E-09  0.3746396732E-09  0.2274778840E-08  0.1114479273E-14  0.7454840000E+02
38  0.3424371101E-08  0.8370629192E-09  0.1924791827E-09  0.2673245685E-09  0.1644447938E-08  0.7789875018E-15  0.7657840000E+02
39  0.2480234436E-08  0.5975495066E-09  0.1403974533E-09  0.1913832777E-09  0.1190613390E-08  0.5484301891E-15  0.7860760000E+02
40  0.1796177969E-08  0.4300144868E-09  0.1023002194E-09  0.1373818467E-09  0.8622697888E-09  0.3883451249E-15  0.8063620000E+02
41  0.1299129615E-08  0.3112498359E-09  0.7443607476E-10  0.9878442008E-10  0.6238926359E-09  0.2761731401E-15  0.8282240000E+02
42  0.9375934965E-09  0.2260263276E-09  0.5407309459E-10  0.7106531943E-10  0.4505521735E-09  0.1969122050E-15  0.8485260000E+02
43  0.6748387809E-09  0.1643039026E-09  0.3920653246E-10  0.5108144193E-10  0.3245452844E-09  0.1404710101E-15  0.8688230000E+02
44  0.4843038862E-09  0.1193480312E-09  0.2836254409E-10  0.3663924064E-10  0.2331194334E-09  0.1000228514E-15  0.8891270000E+02
45  0.3465630175E-09  0.8652398328E-10  0.2046002001E-10  0.2619680530E-10  0.1669727835E-09  0.7092676548E-16  0.9094160000E+02
46  0.2473226713E-09  0.6255738272E-10  0.1470840185E-10  0.1865870492E-10  0.1192701416E-09  0.4999390013E-16  0.9297090000E+02
47  0.1760580752E-09  0.4508666012E-10  0.1053043913E-10  0.1323610613E-10  0.8498002906E-10  0.3499041964E-16  0.9500000000E+02
48  0.1250423167E-09  0.3238584018E-10  0.7504217156E-11  0.9353460730E-11  0.6040723307E-10  0.2431246572E-16  0.9702980000E+02
49  0.8862830326E-10  0.2318435814E-10  0.5320532177E-11  0.6587341242E-11  0.4284926704E-10  0.1678272199E-16  0.9906030000E+02
50  0.6270787468E-10  0.1654388835E-10  0.3752133034E-11  0.4625903547E-11  0.3033831966E-10  0.1152604086E-16  0.1010903000E+03
